SentenceId,Phrase,Sentiment
1029,"['interest', 'compel']",2
1030,"['catch', 'feel', 'capabl', 'charm', 'mass', 'star', 'power', 'pop', 'induc', 'score', 'sentiment', 'moment', 'becom', 'spielberg', 'trademark']",3
1031,"['enigmat', 'film', 'clever', 'good', 'conundrum', 'worth', 'solv']",2
1032,"['fascin', 'come', 'power', 'huston', 'perform', 'seem', 'larger', 'life', 'yet', 'fragil', 'way', 'ivan', 'charact', 'accept', 'news', 'hi', 'ill', 'quickli', 'still', 'find', 'unabl', 'react']",3
1033,['eh'],2
1034,"['highli', 'uneven', 'inconsist', 'margarita', 'happi', 'hour', 'kinda', 'resembl', 'el', 'cheapo', 'margarita', 'serv', 'within']",0
1035,"['film', 'tri', 'touch', 'spousal', 'abus', 'veer', 'cours', 'becom', 'anoth', 'reveng', 'film']",2
1036,"['lrb', 'stephen', 'rrb', 'earnhart', 'film', 'optim', 'group', 'peopl', 'struggl', 'give', 'themselv', 'better', 'lot', 'life', 'one', 'current']",3
1037,"['glizti', 'formula', 'silli', 'cagney', 'top', 'world', 'ha', 'replac', 'bottom', 'barrel']",1
1038,"['queen', 'damn', 'might', 'guess', 'make', 'sorri', 'use', 'aaliyah', 'one', 'onli', 'star', 'role', 'doe', 'littl', 'point', 'thing', 'explod', 'flame']",1
1039,"['modern', 'master', 'chase', 'sequenc', 'return', 'chase', 'end', 'chase']",4
1040,['scroog'],2
1041,"['sub', 'formula', 'slap', 'face', 'season', 'cheer']",1
1042,"['baffl', 'mix', 'platter', 'gritti', 'realism', 'magic', 'realism', 'hard', 'swallow', 'premis']",1
1043,"['lrb', 'rrb', 'certainli', 'laudabl', 'movi', 'deal', 'hot', 'button', 'issu', 'comed', 'context', 'barbershop', 'n', 'funni']",1
1044,"['onc', 'falcon', 'arriv', 'sky', 'abov', 'manhattan', 'adventur', 'red', 'alert']",3
1045,"['filmmak', 'ask', 'u', 'believ', 'someth', 'improb']",2
1046,"['fascin', 'literari', 'mysteri', 'stori', 'multipl', 'strand', 'controversi', 'realli', 'wrote', 'shakespear', 'play']",4
1047,"['minor', 'report', 'stink']",0
1048,"['unless', 'zone', 'ordin', 'protect', 'commun', 'dullest', 'scienc', 'fiction', 'impostor', 'open', 'today', 'theater', 'near']",1
1049,"['handsom', 'unfulfil', 'suspens', 'drama', 'suit', 'quiet', 'even', 'pb', 'night', 'amc']",1
1050,"['onli', 'film', 'soprano', 'gag', 'incred', 'date', 'unfunni', 'also', 'demonstr', 'desper', 'maker', 'thi', 'cash', 'sequel']",0
1051,"['vast', 'major', 'casual', 'filmgoer', 'probabl', 'talki', 'bore']",1
1052,"['fine', 'craft', 'fine', 'written', 'exquisit', 'perform']",4
1053,"['real', 'reason', 'see', 'real', 'reason']",2
1054,"['lrb', 'crystal', 'de', 'niro', 'rrb', 'manag', 'squeez', 'good', 'laugh', 'enough', 'make', 'thi', 'silli', 'con', 'job', 'sing']",2
1055,"['master', 'disguis', 'run', 'onli', '71', 'minut', 'feel', 'like', 'three', 'hour']",0
1056,"['delight', 'unpredict', 'hilari', 'comedi', 'wonder', 'perform', 'tug', 'heart', 'way', 'utterli', 'transcend', 'gender', 'label']",4
1057,"['doe', 'n', 'matter', 'film', 'le', '90', 'minut']",3
1058,"['n', 'hate', 'el', 'crimen', 'del', 'padr', 'amaro', 'becaus', 'anti', 'cathol']",2
1059,"['new', 'insomnia', 'surprisingli', 'faith', 'remak', 'chilli', 'predecessor', 'doe', 'elect', 'head', 'direct', 'employ', 'chang', 'fit', 'well', 'rather', 'one', 'impos', 'sake', 'commerci', 'sensibl']",3
1060,"['sheer', 'dynam', 'infecti']",3
1061,"['troll', 'cult', 'section', 'local', 'video', 'store', 'real', 'deal']",2
1062,"['bear', 'even', 'wors', 'imagin', 'movi', 'ever', 'could']",0
1063,"['crush', 'could', 'worst', 'film', 'man', 'ha', 'made', 'woman', 'sinc', 'valley', 'doll']",0
1064,"['mcconaughey', 'entir', 'ironi', 'free', 'zone', 'bale', 'reduc', 'mainli', 'bat', 'hi', 'sensit', 'eyelid', 'enough', 'intellig', 'wit', 'innov', 'screen', 'attract', 'sustain', 'older', 'crowd']",1
1065,"['light', 'engag', 'comedi', 'fumbl', 'away', 'almost', 'accumul', 'enjoy', 'crucial', 'third', 'act', 'miscalcul']",1
1066,"['presum', 'audienc', 'wo', 'n', 'sit', 'still', 'sociolog', 'lesson', 'howev', 'entertainingli', 'present', 'trot', 'convent', 'scienc', 'fiction', 'element', 'bug', 'eye', 'monster', 'futurist', 'woman', 'skimpi', 'cloth']",1
1067,"['doe', 'n', 'offer', 'audienc', 'ani', 'way', 'grip', 'point', 'even', 'attitud', 'toward', 'subject']",1
1068,"['loquaci', 'dreari', 'piec', 'busi']",1
1069,"['blue', 'crush', 'predict', 'tide']",1
1070,"['waydowntown', 'manag', 'nail', 'spirit', 'crush', 'ennui', 'denud', 'urban', 'live', 'without', 'give']",3
1071,['disturb'],1
1072,"['defiantli', 'delight', 'grain']",3
1073,"['compel', 'come', 'age', 'drama', 'arduou', 'journey', 'sensit', 'young', 'girl', 'seri', 'foster', 'home', 'fierc', 'struggl', 'pull', 'free', 'danger', 'domin', 'mother', 'hold']",3
1074,"['strang', 'delight']",3
1075,"['clash', 'artifici', 'structur', 'stori', 'contemporari', 'naturalist', 'tone', 'film']",1
1076,"['jagger', 'stoppard', 'director', 'michael', 'apt', 'deliv', 'rivet', 'surprisingli', 'romant', 'ride']",4
1077,"['materi', 'slight', 'admittedli', 'manipul', 'jacquot', 'preserv', 'tosca', 'intox', 'ardor', 'hi', 'use', 'camera']",3
1078,"['lrb', 'rrb', 'slummer']",1
1079,"['ultim', 'histori', 'academi', 'peopl', 'may', 'wonder', 'jazz', 'wa', 'chicago', '2002']",1
1080,"['direct', 'occasion', 'rise', 'level', 'margin', 'compet', 'film', 'hard', 'tell', 'chase', 'whi']",1
1081,"['stori', 'set', 'sea', 'ghost', 'ship', 'pretti', 'landbound', 'leaden', 'act', 'dull', 'exposit', 'telegraph', 'surpris']",0
1082,"['ici', 'face', 'new', 'film', 'subzero', 'version', 'monster', 'inc', 'without', 'latter', 'imagin', 'visual', 'charm', 'textur']",0
1083,"['1960', 'rebellion', 'wa', 'misdirect', 'ca', 'n', 'fight', 'cultur']",2
1084,"['million', 'dollar', 'heap', 'upon', 'project', 'vast', 'proport', 'need', 'reap', 'reward', 'spiffi', 'bluescreen', 'techniqu', 'stylish', 'weaponri']",1
1085,"['famili', 'portrait', 'need', 'neurosi', 'nervi', 'neg', 'rare', 'treat', 'show', 'promis', 'digit', 'filmmak']",3
1086,"['poignant', 'gentli', 'humor', 'parabl', 'love', 'charact', 'commun', 'someth', 'rather', 'beauti', 'human', 'natur']",4
1087,"['smug', 'artifici', 'ill', 'construct', 'fatal', 'overlong', 'never', 'find', 'consist', 'tone', 'lack', 'bite', 'degener', 'piou', 'preachi', 'soap', 'opera']",2
1088,"['charli', 'hunnam', 'ha', 'twinkl', 'eye', 'repress', 'smile', 'determin', 'face', 'need', 'carri', 'dickensian', 'hero']",4
1089,"['measur', 'practic', 'ani', 'like', 'theme', 'film', 'oscar', 'sweep', 'franchis', 'predecessor', 'silenc', 'lamb', 'red', 'dragon', 'rate', 'except', 'thriller']",4
1090,"['watch', 'brian', 'depalma', 'movi', 'like', 'watch', 'alfr', 'hitchcock', 'movi', 'drink', 'twelv', 'beer']",1
1091,"['guy', 'get', 'girl', 'guy', 'lose', 'girl', 'audienc', 'fall', 'asleep']",0
1092,"['thi', 'stori', 'get', 'sillier', 'scarier', 'go', 'along']",1
1093,"['thank', 'thi']",2
1094,"['despit', 'hawaiian', 'set', 'scienc', 'fiction', 'trim', 'moment', 'rowdi', 'slapstick', 'basic', 'plot', 'lilo', 'could', 'pull', 'tear', 'stain', 'vintag', 'shirley', 'templ', 'script']",1
1095,"['reassur', 'retro', 'uplift']",4
1096,"['altern', 'raucou', 'sappi', 'ethnic', 'sitcom', 'wise', 'send', 'regret']",1
1097,"['sheer', 'joy', 'pride', 'took', 'work', 'shine', 'everi', 'frame']",3
1098,"['filmmak', 'staci', 'peralta', 'ha', 'flashi', 'edit', 'style', 'doe', 'n', 'alway', 'jell', 'sean', 'penn', 'monoton', 'narrat', 'respect', 'materi', 'without', 'sentiment']",3
1099,"['nonstop', 'artific', 'ultim', 'prof', 'tiresom', 'surfac', 'histrion', 'fail', 'compens', 'paper', 'thin', 'character', 'facil', 'situat']",0
1100,"['tv', 'skit', 'com', 'materi', 'fervent', 'deposit', 'big', 'screen']",1
1101,"['group', 'self', 'absorb', 'woman', 'mother', 'daughter', 'featur', 'thi', 'film']",0
1102,"['lohman', 'adapt', 'chang', 'requir', 'actress', 'director', 'peter', 'kosminski', 'never', 'get', 'audienc', 'break', 'wall', 'charact', 'erect']",2
1103,"['wonder', 'combin', 'sweet', 'extraordinari', 'technic', 'accomplish', 'first', 'film', 'maintain', 'overal', 'impact', 'fall', 'littl', 'flat', 'storylin', 'never', 'quit', 'deliv', 'origin', 'magic']",2
1104,"['although', 'commentari', 'nachtwey', 'provid', 'imag', 'realli', 'tell', 'tale']",3
1105,"['everyon', 'blame']",1
1106,"['instead', 'see', 'chanc', 'revit', 'alway', 'ha', 'remark', 'clung', 'tradit']",3
1107,"['film', 'belong', 'marvel', 'verdu', 'sexi', 'slip', 'earth', 'mother', 'mourn', 'tragedi', 'privat', 'embrac', 'life', 'public']",3
1108,"['assur', 'glossi', 'shot', 'brittl', 'desper']",3
1109,"['onli', 'mildli', 'curiou', 'fear', 'put', 'sleep', 'bewild', 'artsi', 'often', 'pointless', 'visual']",1
1110,"['ultim', 'make', 'windtalk', 'disappoint', 'superfici', 'way', 'deal', 'stori']",0
1111,"['least', 'fairli', 'impress', 'debut', 'director', 'charl', 'stone', 'iii']",4
1112,"['instead', 'onli', 'put', 'sleep']",0
1113,"['evoc', 'imageri', 'gentl', 'lap', 'rhythm', 'thi', 'film', 'infecti', 'get', 'skin', 'draw', 'u', 'long', 'befor', 'plot', 'kick', 'gear']",3
1114,"['onli', 'charm', 'funni', 'beauti', 'craft', 'import', 'us', 'veri', 'littl', 'dialogu', 'make', 'rel', 'effortless', 'read', 'follow', 'action', 'time']",4
1115,"['truli', 'terribl']",0
1116,"['labut', 'master', 'balanc', 'tradit', 'modern', 'stori', 'togeth', 'manner', 'one', 'never', 'overwhelm']",4
1117,"['perri', 'good', 'hi', 'interest', 'charact', 'serv', 'sara', 'ha', 'n', 'much', 'serv', 'silli', 'fluff']",1
1118,"['anem', 'pretenti']",1
1119,"['veri', 'concept', 'make', 'nervou', 'idea', 'film', 'creepi', 'scari', 'effect']",2
1120,"['watchabl', 'point', 'situat', 'dialogu', 'spin', 'hopelessli', 'control', 'say', 'carol', 'kane', 'appear', 'screen']",1
1121,"['might', 'sort', 'credibl', 'gender', 'provok', 'philosophi', 'submerg', 'hell', 'care']",1
1122,"['lrb', 'hopkin', 'rrb', 'doe', 'n', 'much', 'phone', 'hi', 'perform', 'fax']",1
1123,"['film', 'confus', 'melang', 'tone', 'style', 'one', 'moment', 'romant', 'trifl', 'next', 'turgid', 'drama']",1
1124,"['film', 'one', 'year', 'best']",4
1125,"['buoyant', 'romant', 'comedi', 'friendship', 'love', 'truth', 'thi', 'togeth']",3
1126,"['davi', 'get', 'vivid', 'perform', 'cast', 'pull', 'deft', 'alli', 'mcbeal', 'style', 'fantasi', 'sequenc']",4
1127,"['sundanc', 'film', 'festiv', 'ha', 'becom', 'buzz', 'obsess', 'fan', 'produc', 'descend', 'upon', 'utah', 'januari', 'ferret', 'next', 'great', 'thing']",2
1128,"['one', 'slyli', 'exquisit', 'anti', 'adult', 'movi', 'ever', 'made']",4
1129,"['bewilderingli', 'brilliant', 'entertain', 'movi', 'thi']",4
1130,"['film', 'appeal', 'discoveri', 'channel', 'fan', 'sure', 'widen', 'perspect', 'u', 'see', 'contin', 'rose', 'color', 'glass']",2
1131,"['matthew', 'lillard', 'born', 'play', 'shaggi']",4
1132,"['light', 'silli', 'photograph', 'colour', 'depth', 'rather', 'good', 'time']",4
1133,"['funni', 'way', 'make', 'ach', 'sad', 'lrb', 'way', 'chekhov', 'funni', 'rrb', 'profound', 'without', 'ever', 'self', 'import', 'warm', 'without', 'ever', 'succumb', 'sentiment']",4
1134,"['ultim', 'repel', 'fulli', 'endear', 'american', 'art', 'hous', 'audienc', 'notabl', 'stylist', 'auster', 'forc']",1
1135,"['emot', 'seesaw', 'hard', 'figur', 'depth', 'two', 'literari', 'figur', 'even', 'time', 'live']",1
1136,"['combin', 'light', 'strict', 'thi', 'instanc', 'give', 'italian', 'beginn', 'amiabl', 'aimless', 'keep', 'seem', 'predict', 'formula']",2
1137,"['continu', 'challeng', 'percept', 'guilt', 'innoc', 'good', 'guy', 'bad', 'ask', 'u', 'whether', 'nobl', 'end', 'justifi', 'evil', 'mean']",3
1138,"['good', 'naturedli', 'cornbal', 'sequel']",3
1139,"['moonlight', 'mile', 'doe', 'n', 'quit', 'go', 'distanc', 'cast', 'impress', 'give', 'life', 'broken', 'charact', 'tri', 'make', 'way', 'thi', 'tragedi']",3
1140,"['ararat', 'went', 'astray']",1
1141,"['documentari', 'much', 'convent', 'lot', 'bore', 'talk', 'head', 'etc', 'subject', 'matter', 'justic']",0
1142,"['discurs', 'oddli', 'rivet', 'documentari']",3
1143,"['thi', 'featur', 'necessari', 'hole', 'head']",1
1144,"['thi', 'movi', 'got', 'grin']",3
1145,"['film', 'virtual', 'choke', 'self', 'conscious']",2
1146,"['one', 'plain', 'unimagin', 'romant', 'comedi', 'ever', 'seen']",1
1147,"['rare', 'imax', 'movi', 'wish', 'wa', 'longer', 'hour']",3
1148,"['matrix', 'style', 'massacr', 'erupt', 'throughout', 'movi', 'ha', 'tougher', 'time', 'balanc', 'violenc', 'kafka', 'inspir', 'philosophi']",1
1149,"['elegantli', 'produc', 'express', 'perform', 'six', 'music', 'number', 'crystal', 'key', 'plot', 'moment', 'minut', 'detail', 'wonder', 'dreamlik', 'ecstasi']",4
1150,"['thi', 'film', 'tosca', 'first', 'way', 'pretti', 'good', 'job', 'film', 'tosca', 'want']",3
1151,"['lavishli', 'exhilaratingli', 'tasteless']",2
1152,"['would', 'unendur', 'view', 'experi', 'thi', 'ultra', 'provinci', 'new', 'yorker', '26', 'year', 'old', 'rees', 'witherspoon', 'hand', 'inject', 'pure', 'fantasi', 'charact', 'melani', 'carmichael', 'massiv', 'infus', 'old', 'fashion', 'hollywood', 'magic']",3
1153,"['richard', 'pryor', 'mine', 'hi', 'person', 'horror', 'came', 'treasur', 'chest', 'materi', 'lawrenc', 'give', 'u', 'mostli', 'fool', 'gold']",1
1154,"['thing', 'look', 'like', 'made', 'home', 'video', 'quicki']",2
1155,"['thi', 'slender', 'plot', 'feel', 'especi', 'thin', 'stretch', 'nearli', '80', 'minut', 'run', 'time']",1
1156,"['reminisc', 'alfr', 'hitchcock', 'thriller', 'scari', 'part', 'sign', 'occur', 'wait', 'thing', 'happen']",3
1157,"['merchant', 'ivori', 'team', 'continu', 'systemat', 'destroy', 'everyth', 'hold', 'dear', 'cinema', 'onli', 'begun', 'split', 'even', 'damag']",1
1158,"['bad', 'sign', 'thriller', 'instantli', 'know', 'whodunit']",1
1159,"['thought', 'unflinch', 'examin', 'altern', 'lifestyl', 'sex', 'stranger', 'success']",3
1160,"['cockey', 'shot', 'way']",1
1161,"['befuddl', 'character', 'begin', 'seem', 'long', 'two', 'year', 'affair', 'subject']",1
1162,"['press', 'delet', 'key']",0
1163,"['plot', 'paper', 'thin', 'charact', 'n', 'interest', 'enough', 'watch', 'go', 'daili', 'activ', 'two', 'whole', 'hour']",0
1164,"['best', 'movi', 'mani', 'moon', 'passion', 'sometim', 'fuel', 'best', 'achiev', 'time', 'leav', 'u', 'strand', 'noth', 'lesser', 'appetit']",3
1165,"['like', 'smith', 'make', 'fun', 'peopl', 'laugh']",3
1166,"['best', 'guard', 'resent', 'betti', 'manipul', 'yet', 'needi', 'margot', 'front', 'center']",2
1167,"['director', 'tom', 'dey', 'demonstr', 'knack', 'mix', 'action', 'idiosyncrat', 'humor', 'hi', 'charm', '2000', 'debut', 'shanghai', 'noon', 'showtim', 'uninspir', 'send', 'tv', 'cop', 'show', 'clich', 'mostli', 'leaf', 'shoot', 'blank']",3
1168,"['wo', 'n', 'argu', 'anyon', 'call', 'slacker', 'dumb', 'insult', 'childish', 'laugh', 'much', 'n', 'mind']",2
1169,"['sparkl', 'often', 'hilari', 'romant', 'jealousi', 'comedi', 'attal', 'look', 'much', 'like', 'young', 'robert', 'deniro', 'seem', 'film', 'instead', 'call', 'husband', 'travi', 'bickl']",4
1170,"['throw', 'quirki', 'charact', 'odd', 'situat', 'kilter', 'dialogu', 'u', 'say', 'look', 'thi']",3
1171,"['surprisingli', 'flat', 'retread', 'hobbl', 'half', 'bake', 'setup', 'sluggish', 'pace']",0
1172,"['hard', 'understand', 'whi', 'anyon', 'hi', 'right', 'mind', 'would', 'even', 'think', 'make', 'attract', 'movi']",0
1173,"['asid', 'show', 'u', 'explicit', 'detail', 'difficult', 'win', 'two', 'drink', 'minimum', 'crowd', 'littl', 'learn', 'watch', 'comedian']",2
1174,"['one', 'best', 'underst', 'perform', 'lrb', 'jack', 'nicholson', 'rrb', 'career']",4
1175,"['intens', 'effect', 'film', 'loneli', 'chilli', 'anonym', 'environ', 'mani', 'u', 'spend', 'much', 'time']",3
1176,"['still', 'comic', 'book', 'maguir', 'make', 'comic', 'book', 'soul']",3
1177,"['film', 'falter', 'tone']",1
1178,['amaz'],4
1179,"['modestli', 'comic', 'modestli', 'action', 'orient', 'world', 'war', 'ii', 'adventur', 'term', 'authent', 'one', 'film', 'requir', 'enemi', 'never', 'shoot', 'straight']",2
1180,"['wow', 'knew', 'charl', 'dicken', 'could', 'light', 'heart']",3
1181,"['hey', 'happi']",3
1182,"['movi', 'anyway']",1
1183,"['doe', 'n', 'get', 'job', 'done', 'run', 'limit', 'chemistri', 'creat', 'ralph', 'fienn', 'jennif', 'lopez']",1
1184,"['simpli', 'portrait', 'earli', 'extrem', 'sport', 'thi', 'peek', '1970', 'skateboard', 'revolut', 'skateboard', 'film', 'social', 'anthropolog']",2
1185,"['live', 'wire', 'film', 'never', 'lose', 'abil', 'shock', 'amaz']",4
1186,"['lrb', 'kirshner', 'win', 'close', 'rrb']",2
1187,"['like', 'rudi', 'yellow', 'lodg', 'eyr', 'need', 'take', 'good', 'sweat', 'clarifi', 'hi', 'cinemat', 'vision', 'befor', 'hi', 'next', 'creation', 'rememb', 'lesson', 'trickster', 'spider']",0
1188,"['larg', 'format', 'film', 'well', 'suit', 'captur', 'musician', 'full', 'regalia', 'incred', 'imax', 'sound', 'system', 'let', 'feel', 'beat', 'toe']",4
1189,"['even', 'bigger', 'ambiti', 'first', 'instal', 'spi', 'kid', '2', 'look', 'made', 'highli', 'gift', '12', 'year', 'old', 'instead', 'grown', 'man']",1
1190,"['lead', 'unmemor', 'despit', 'sever', 'attempt', 'lengthi', 'dialogu', 'scene', 'one', 'eventu', 'resent', 'inhal', 'thi', 'gutter', 'romanc', 'secondhand', 'materi']",0
1191,"['none', 'thi', 'ha', 'suaviti', 'classic', 'familiar', 'bond', 'much', 'good', 'laugh']",2
1192,"['heat', 'moment', 'prevail']",3
1193,"['wait', 'hit', 'cabl']",2
1194,"['bigelow', 'handl', 'nuclear', 'crisi', 'sequenc', 'evenli', 'milk', 'drama', 'build', 'suspens', 'drag', 'mani', 'scene', 'toward', 'end', 'move', 'quickli']",1
1195,"['lrb', 'rrb', 'satisfi', 'niblet']",3
1196,"['fascin', 'reckless']",3
1197,"['n', 'seen', 'film', 'late', 'may', 'surpris', 'varieti', 'tone', 'spielberg', 'work']",3
1198,"['lika', 'da', 'accent', 'good', 'thoroughli', 'enjoy', 'love', 'stori']",3
1199,"['movi', 'biggest', 'shock', 'come', 'see', 'former', 'nymphett', 'juliett', 'lewi', 'play', 'salt', 'earth', 'mommi', 'name', 'minni', 'watch', 'slim', 'travel', 'incognito', 'ridicul', 'wig', 'respect', 'halloween', 'costum', 'shop', 'would', 'ever', 'tri', 'sell']",1
1200,"['timid', 'soggi', 'near', 'miss']",1
1201,"['hard', 'thi', 'may', 'believ', 'earth', 'surprisingli', 'similar', 'teen', 'drama', 'wa', 'better', 'film']",1
1202,"['far', 'frothi', 'piec', 'charact', 'complex', 'laden', 'plenti', 'baggag', 'ting', 'tragic', 'underton']",3
1203,"['execut', 'pedestrian', 'posit', 'comment', 'make', 'rob', 'schneider', 'actual', 'turn', 'pretti', 'convinc', 'perform', 'prissi', 'teenag', 'girl']",2
1204,"['watch', 'e', 'era', 'domin', 'cold', 'loud', 'special', 'effect', 'laden', 'extravaganza', 'one', 'struck', 'le', 'lavish', 'grandeur', 'intimaci', 'precis']",2
1205,"['look', 'stori', 'n', 'bother']",1
1206,"['cast', 'spot', 'mood', 'laid', 'back']",3
1207,"['accumul', 'like', 'lint', 'fat', 'man', 'navel']",1
1208,"['parti', 'hearti', 'teen', 'flick', 'scald', 'like', 'acid']",1
1209,"['move', 'stark', 'remind', 'casualti', 'war', 'reach', 'much', 'imagin']",4
1210,"['made', 'tv', 'someth', 'pose', 'real', 'movi']",0
1211,"['astonish', 'lrb', 'frame', 'rrb', 'profound', 'ethic', 'philosoph', 'question', 'form', 'dazzl', 'pop', 'entertain']",4
1212,"['fan', 'plympton', 'short', 'may', 'margin', 'enjoy', 'film', 'doubt', 'thi', 'listless', 'featur', 'win', 'ani', 'new', 'viewer']",1
1213,"['problem', 'bread', 'sweet', 'far', 'sentiment']",1
1214,"['toler', 'redneck', 'versu', 'blueblood', 'clich', 'film', 'trade', 'sweet', 'home', 'alabama', 'divert', 'manner', 'jeff', 'foxworthi', 'stand', 'act']",2
1215,"['oh', 'look', 'clever', 'angl']",3
1216,"['crass', 'insult', 'homag', 'great', 'film', 'like', 'like', 'hot', 'john', 'wayn', 'classic']",0
1217,"['thi', 'version', 'move', 'beyond', 'origin', 'nostalgia', 'commun', 'film', 'experi', 'yesteryear', 'deeper', 'realiz', 'cinema', 'inabl', 'stand', 'true', 'live', 'experi']",2
1218,"['sinc', 'lee', 'sentimentalist', 'film', 'worship', 'random', 'e']",2
1219,"['n', 'know', 'frailti', 'turn', 'bill', 'paxton', 'list', 'director', 'rest', 'contentedli', 'knowledg', 'made', 'least', 'one', 'damn', 'fine', 'horror', 'movi']",3
1220,"['thi', 'movi', 'certain', 'scene', 'particular', 'brought', 'uncomfort', 'close', 'lose', 'lunch']",0
1221,"['heavi', 'stench', 'done', 'hang', 'film']",1
1222,"['onli', 'addict', 'film', 'violenc', 'form', 'find', 'anyth', 'appreci']",2
1223,"['santa', 'claus', '2', 'plot', 'may', 'sound', 'like', 'wa', 'co', 'written', 'mattel', 'execut', 'lobbyist', 'tinsel', 'industri']",1
1224,"['energ', 'intox', 'documentari', 'chart', 'rise', 'hip', 'hop', 'cultur', 'gener', 'art', 'scratch', 'lrb', 'turntabl', 'rrb', 'particular']",4
1225,"['social', 'polit', 'potenti', 'state', 'properti', 'doe', 'n', 'end', 'veri', 'inspir', 'insight']",1
1226,"['instead', 'hit', 'audienc', 'head', 'moral', 'schrader', 'reli', 'subtl', 'ironi', 'visual', 'devic', 'convey', 'point', 'view']",3
1227,"['compellingli', 'watchabl']",4
1228,"['slightli', 'flaw', 'lrb', 'fairli', 'unbeliev', 'rrb', 'final', 'everyth', 'els', 'top', 'shelf']",3
1229,"['thi', 'heist', 'flick', 'young', 'brooklyn', 'hood', 'shelf', 'two', 'year', 'capit', 'popular', 'vin', 'diesel', 'seth', 'green', 'barri', 'pepper']",2
1230,"['movi', 'spend', 'time', 'schneider', 'newcom', 'mcadam', 'even', 'though', 'perform', 'interest', 'lrb', 'funnier', 'rrb', 'hi']",1
1231,"['certainli', 'good', 'movi', 'wa', 'n', 'horribl', 'either']",1
1232,"['blisteringli', 'rude', 'scarili', 'funni', 'sorrow', 'sympathet', 'damag', 'survey', 'film', 'ha', 'kieran', 'culkin', 'pitch', 'perfect', 'holden']",4
1233,"['n', 'scari']",1
1234,"['see', 'relationship', 'includ', 'son', 'hi', 'wife', 'wife', 'father', 'two', 'brother', 'incred', 'subtleti', 'acumen']",3
1235,"['like', 'fish', 'live', 'long', 'austin', 'power', 'goldmemb', 'ha', 'unnecessari', 'part', 'kinda', 'wrong', 'place']",1
1236,"['grant', 'n', 'cari', 'bullock', 'n', 'katherin']",1
1237,"['seriocom', 'debut', 'extravag', 'promis', 'georgian', 'isra', 'director', 'dover', 'kosashvili']",3
1238,"['lrb', 'rrb', 'clever', 'thriller', 'enough', 'unexpect', 'twist', 'keep', 'interest']",3
1239,"['fan', 'might', 'like', 'tri', 'eat', 'brussel', 'sprout']",1
1240,"['movi', 'eventu', 'snap', 'strain', 'plot', 'contriv', 'need', 'reassur']",1
1241,"['maelstrom', 'strang', 'compel', 'engross', 'differ', 'moral', 'tale', 'twist', 'sens', 'humor']",4
1242,"['touch', 'small', 'scale', 'stori', 'famili', 'respons', 'care', 'commun']",3
1243,"['boast', 'eye', 'catch', 'art', 'direct', 'ha', 'forc', 'quirki', 'tone', 'quickli', 'wear', 'limit', 'welcom']",1
1244,"['thi', 'smart', 'movi', 'know', 'classic', 'music', 'know', 'freud', 'know', 'sade']",3
1245,"['kinnear', 'give', 'hi', 'best', 'screen', 'perform', 'oddli', 'win', 'portray', 'one', 'life', 'ultim', 'loser']",4
1246,"['work', 'fantast']",4
1247,"['movi', 'never', 'seem', 'fresh', 'vital']",2
1248,"['plod', 'poorli', 'written', 'murki', 'weakli', 'act', 'pictur', 'feel', 'everyon', 'make', 'lost', 'movi', 'mojo']",0
1249,"['notori', 'c', 'h', 'cho', 'prof', 'ha', 'stuff', 'stand', 'tall', 'pryor', 'carlin', 'murphi']",3
1250,"['near', 'end', 'take', 'whole', 'mean']",2
1251,"['script', 'assum', 'onli', 'would', 'subtleti', 'lost', 'target', 'audienc', 'also', 'stupid', 'realiz', 'alreadi', 'seen', 'thi', 'exact', 'movi', 'hundr', 'time']",0
1252,"['linklat', 'fan', 'pretenti', 'type', 'want', 'appear', 'avant', 'gard', 'suck', 'thi', 'project']",1
1253,"['one', 'surefir', 'way', 'get', 'nomin', 'best', 'foreign', 'film', 'oscar', 'make', 'movi', 'whimsic', 'folk', 'learn', 'nonchalleng', 'life', 'affirm', 'lesson', 'walk', 'around', 'foreign', 'citi', 'stun', 'architectur']",2
1254,"['plod', 'along', 'method', 'somehow', 'assumpt', 'dead', 'wife', 'commun', 'beyond', 'grave', 'framework', 'even', 'remot', 'new', 'interest']",1
1255,"['labut', 'ca', 'n', 'avoid', 'fatal', 'mistak', 'modern', 'era', 'chang', 'male', 'academ', 'lower', 'class', 'brit', 'american', 'choic', 'upset', 'novel', 'exquisit', 'balanc', 'shred', 'fabric', 'film']",2
1256,"['virtual', 'roller', 'coaster', 'ride', 'glamour', 'sleaz']",2
1257,"['mostli', 'film', 'hectic', 'homilet', 'two', 'part', 'exhaust', 'men', 'black', 'mayhem', 'one', 'part', 'famili', 'valu']",2
1258,"['might', 'want', 'take', 'realiti', 'check', 'befor', 'pay', 'full', 'ticket', 'price', 'see', 'simon', 'consid', 'dvd', 'rental', 'instead']",1
1259,"['boy', 'vividli', 'recal', 'cari', 'grant', 'room', 'one', 'houseboat', 'father', 'goos', 'affection', 'depict', 'gentl', 'war', 'reluct', 'irrespons', 'man', 'kid', 'latch', 'onto']",2
1260,"['light', 'yet', 'engross', 'piec']",3
1261,"['problem', 'one', 'allow', 'churn', 'one', 'mediocr', 'movi', 'anoth']",0
1262,"['unpretenti', 'charm', 'quirki', 'origin']",4
